id,scrape_id,last_scraped,source,name,description,host_id,host_profile_id,host_name,hosts_time_as_user_years,hosts_time_as_user_months,hosts_time_as_host_years,hosts_time_as_host_months,host_location,host_about,host_is_superhost,host_picture_url,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
38321579,20260215064701,2026-02-15,city scrape,Comfy and quiet,The room is large with Western exposure giving more bright light in the afternoons. There is a desk for working and a closet and dresser. The room is filled with original art.,172223381,1468671993638692507,Diana,8,0,7,0,"Albany, NY","Retired art teacher.  Love to read, play pickleball, swim, visit art galleries, museums, movies, theatres. Also love to listen to jazz, especially live jazz.",t,https://a0.muscache.com/im/pictures/user/User-172223381/original/b546b5e3-a417-476c-9542-27165df2655b.jpeg?aki_policy=profile_x_medium,2,t,t,EIGHTH WARD,42.65085,-73.80239,Private room in home,Private room,1,1.5,1.5 shared baths,1.0,1.0,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Private patio or balcony"", ""Wifi"", ""Shower gel"", ""Hot water"", ""Coffee maker"", ""Hair dryer"", ""Body soap"", ""Carbon monoxide alarm"", ""Bed linens"", ""Bathtub"", ""Cooking basics"", ""Ceiling fan"", ""Shampoo"", ""Iron"", ""Central air conditioning"", ""Hot water kettle"", ""Free dryer \u2013 In building"", ""Dedicated workspace"", ""Microwave"", ""Clothing storage"", ""Heating"", ""Extra pillows and blankets"", ""Oven"", ""Portable fans"", ""Backyard"", ""Toaster"", ""Essentials"", ""Lock on bedroom door"", ""First aid kit"", ""Conditioner"", ""Free parking on premises"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Free washer \u2013 In building"", ""Freezer"", ""Free street parking"", ""Lockbox"", ""Fire extinguisher"", ""Cleaning products"", ""Stove""]",1,1125,1,1,1125,1125,1.0,1125.0,t,12,41,69,241,2026-02-15,472,78,4,241,85,255,2019-09-10,2026-02-11,4.98,4.99,4.99,4.98,4.98,4.99,4.99,2,0,2,0,6.02
39093517,20260215064701,2026-02-15,city scrape,Center Square Comfy 2 Bedroom w/ Parking,"Discover unmatched safety and comfort in Albany's historic ""Center Square"". Our meticulously sanitized brownstone, located near ""Albany Medical"" and walking distance to State Offices, is perfect for guests aged 21+ and non-smokers seeking a serene and secure retreat. Enjoy the convenience of a private parking spot just a short walk in back of the building and take advantage of our strategic location for easy access to Saratoga, Lake George, Palace Theatre, The EGG, and downtown Albany.",299638115,1469539483862628822,Flerida,6,4,6,4,"Albany, NY","Hi! My name is Dom . Due to my lineage in real estate/hospitality with my family, I have developed a passion for hospitality and real estate, always looking to create amazing guest experiences. If you have suggestions for me, please let me know!   I operate multiple properties, from airbnb units to traditional bed and breakfasts.

Some great features I have are due to other guests that stayed with us at our other establishments. Feel free to communicate with me.",t,https://a0.muscache.com/im/pictures/user/89182882-befc-488f-9851-e7b80ad0c3a4.jpg?aki_policy=profile_x_medium,4,t,t,SIXTH WARD,42.65507,-73.76138,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Private entrance"", ""Hair dryer"", ""Dryer"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Bathtub"", ""Cooking basics"", ""Shampoo"", ""Iron"", ""Microwave"", ""Heating"", ""Washer"", ""Long term stays allowed"", ""Pets allowed"", ""Oven"", ""Exterior security cameras on property"", ""Air conditioning"", ""Essentials"", ""First aid kit"", ""Free parking on premises"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Free street parking"", ""Lockbox"", ""Fire extinguisher"", ""Stove""]",3,1125,3,3,1125,1125,3.0,1125.0,t,29,59,89,364,2026-02-15,53,12,1,319,11,72,2019-12-08,2026-01-30,4.77,4.79,4.79,4.7,4.96,4.55,4.55,4,4,0,0,0.7
39698576,20260215064701,2026-02-15,city scrape,Spacious Designer 1-Bed Near Albany Med,"Just moments from Albany Medical Center, this renovated 1-bedroom apartment exudes brightness and is tastefully furnished with high-end designer furniture and decor, ensuring a delightful living experience. Situated on one of the area’s finest blocks of classic Victorian mansions, this building stands as a beacon of elegance. With proximity to Albany Medical Center, universities, and more, the location is truly unbeatable.",188679144,1468977843653292721,Elizabeth,7,9,6,7,"Albany, NY","Inspired by wellness and design, I create calm, well-kept spaces with clean aesthetics and thoughtful touches. My goal is to offer guests a comfortable, effortless stay.",f,https://a0.muscache.com/im/pictures/user/User/original/c56f9022-afe4-4450-835f-a0e6f78ee7cb.jpeg?aki_policy=profile_x_medium,12,t,t,NINTH WARD,42.65483,-73.78033,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Kitchen"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Private entrance"", ""Hair dryer"", ""Indoor fireplace"", ""Carbon monoxide alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Bathtub"", ""Children\u2019s dinnerware"", ""Cooking basics"", ""Shampoo"", ""Iron"", ""Room-darkening shades"", ""TV with standard cable"", ""Dedicated workspace"", ""Microwave"", ""Heating"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Oven"", ""Patio or balcony"", ""Air conditioning"", ""Essentials"", ""First aid kit"", ""Baby bath"", ""Children\u2019s books and toys"", ""Dishes and silverware"", ""Free parking on premises"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Babysitter recommendations"", ""Free street parking"", ""Lockbox"", ""Fire extinguisher"", ""Cleaning available during stay"", ""Stove"", ""High chair"", ""Shared backyard \u2013 Fully fenced""]",5,1125,5,5,1125,1125,5.0,1125.0,t,13,43,73,348,2026-02-15,24,1,0,303,1,10,2019-10-29,2025-04-14,4.46,4.46,4.58,4.83,4.88,4.71,4.33,11,11,0,0,0.31
39864828,20260215064701,2026-02-15,city scrape,Stunning Bungalo-style Loft in Downtown Albany,"This property is a 10 minute drive from June Farms.  Located in the heart of Albany's ""Warehouse District"", this spacious loft is the perfect stay for a work trip or a pleasurable visit to Albany!  I live upstairs and am proud to offer such a beautiful, clean, living space for your trip.  I feel like this loft has really good energy and you will be very happy staying there.  -Matt",10313615,1462573636941866633,Matthew,12,2,9,1,"Albany, NY",New York State small farmer and restaurateur.,t,https://a0.muscache.com/im/pictures/user/5ced411b-d069-4b59-b5ba-a82786d138ca.jpg?aki_policy=profile_x_medium,1,t,t,FOURTH WARD,42.66091,-73.74285,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Private entrance"", ""Hair dryer"", ""Dryer"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Shampoo"", ""Iron"", ""Wine glasses"", ""Pool"", ""Microwave"", ""Heating"", ""Washer"", ""Extra pillows and blankets"", ""Oven"", ""Exterior security cameras on property"", ""Air conditioning"", ""Essentials"", ""Coffee"", ""Free parking on premises"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Lockbox"", ""Fire extinguisher"", ""Cleaning products"", ""Stove""]",1,14,1,1,14,14,1.0,14.0,t,21,50,79,254,2026-02-15,241,11,0,254,13,66,2020-01-12,2025-08-04,4.94,4.95,4.88,4.95,4.93,4.71,4.83,1,1,0,0,3.25
40491172,20260215064701,2026-02-15,city scrape,"Renovated, private parking,location, washer dryer!","Welcome to your cozy Albany retreat! Enjoy a comfortable stay in this well-appointed space, perfect for travelers looking for convenience and relaxation. Your booking includes free parking and a complimentary breakfast to start your day right. Located near shops, restaurants, and downtown Albany, this home offers easy access to local attractions. Whether you’re here for business or leisure, you’ll love the comfort and convenience of this stay. Book now for a relaxing experience!",152762198,1468498032337807838,Allen,8,4,8,3,"Albany, NY","Hi my name is Allen. I am an Albany native. I enjoy working out, playing basketball and have a passion for good food. I hope anyone staying here will enjoy the space as much as I do.",t,https://a0.muscache.com/im/pictures/user/4b2545af-2a93-4e42-84e9-e95579a9d9c2.jpg?aki_policy=profile_x_medium,9,t,t,THIRTEENTH WARD,42.66827,-73.79231,Entire rental unit,Entire home/apt,5,1.0,1 bath,2.0,3.0,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Ethernet connection"", ""Wifi"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Dryer"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""Baking sheet"", ""Shampoo"", ""Iron"", ""Safe"", ""Dedicated workspace"", ""Microwave"", ""Coffee maker: Keurig coffee machine"", ""Clothing storage"", ""Dining table"", ""Heating"", ""Washer"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Oven"", ""Backyard"", ""Air conditioning"", ""Essentials"", ""Laundromat nearby"", ""Free parking on premises"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Lockbox"", ""Cleaning products"", ""Stove""]",3,700,3,3,700,700,3.0,700.0,t,22,52,80,353,2026-02-15,140,17,0,308,19,102,2019-12-08,2025-12-27,4.87,4.94,4.91,4.96,4.97,4.93,4.81,9,9,0,0,1.86
40828178,20260215064701,2026-02-15,city scrape,Comfortable! One Bedroom A/C Apartment Queen Bed,WELCOME! Our listing is designed with the business or casual traveler in mind This beautiful suite will give you all the comforts of home! Quiet residential area for nice walks and great restaurants. Close to all the highways as well. All bedding & pillow cases have PREMIUM protective covers on them at all times so feel completely safe and protected. All remotes and light switches are wiped down with Clorox wipes after each guest.<br /><br />((IMPORTANT)) NO PARTIES or SMOKING in or around the home,47491906,1462706824969114136,Lloyd,10,3,9,10,"Albany, NY","Hi and thanks for stopping by to check out our Airbnb's! My name is Lloyd and I'm the dad of an amazing 19yr old son.  I have a English/Education BA but working as a Construction Management Compliance Consultant for the last 19yrs so I like building & fixing things!  Love to fish, travel and hang with my little (tall) guy :o) 

Thanks again for checking us out and All are welcome!",t,https://a0.muscache.com/im/pictures/user/351b4697-5634-4208-a448-d7f857f08f83.jpg?aki_policy=profile_x_medium,2,t,t,FOURTH WARD,42.67773,-73.73899,Entire home,Entire home/apt,4,1.0,1 bath,1.0,3.0,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Portable air conditioning"", ""Wifi"", ""Shower gel"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""Carbon monoxide alarm"", ""Bed linens"", ""Pack \u2019n play/Travel crib - available upon request"", ""Bathtub"", ""Cooking basics"", ""Baking sheet"", ""Shampoo"", ""Iron"", ""Wine glasses"", ""Free dryer \u2013 In building"", ""Dedicated workspace"", ""Microwave"", ""Coffee maker: Keurig coffee machine"", ""Dining table"", ""Heating"", ""Washer"", ""Smart lock"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Oven"", ""Portable fans"", ""Exterior security cameras on property"", ""Toaster"", ""Essentials"", ""Coffee"", ""Laundromat nearby"", ""Books and reading material"", ""Stainless steel electric stove"", ""First aid kit"", ""HDTV with Roku"", ""Conditioner"", ""Dishes and silverware"", ""Free parking on premises"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Free street parking"", ""Crib - available upon request"", ""Fire extinguisher"", ""Cleaning products"", ""Board games""]",1,800,1,1,800,800,1.0,800.0,t,0,0,0,153,2026-02-15,174,2,0,153,6,12,2020-01-15,2025-12-21,4.99,4.99,4.99,4.99,4.99,4.97,4.95,1,1,0,0,2.35
42009788,20260215064701,2026-02-15,city scrape,Center Square Sanctuary: Private 2-Bedroom Gem,"Indulge in modern luxury and sophistication in this tastefully updated 2-bedroom townhouse-style apartment. With chic designer furnishings and modern amenities, your private porch entrance welcomes you home to elegance. Located on one of Center Square's most picturesque streets, enjoy easy access to fabulous dining, iconic landmarks, and vibrant nightlife. Experience the convenience of city living, just a mile from Albany Medical Center and St. Peter’s Hospital.",188679144,1468977843653292721,Elizabeth,7,9,6,7,"Albany, NY","Inspired by wellness and design, I create calm, well-kept spaces with clean aesthetics and thoughtful touches. My goal is to offer guests a comfortable, effortless stay.",f,https://a0.muscache.com/im/pictures/user/User/original/c56f9022-afe4-4450-835f-a0e6f78ee7cb.jpeg?aki_policy=profile_x_medium,12,t,t,SIXTH WARD,42.65315,-73.76202,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Smoke alarm"", ""Kitchen"", ""Clothing storage: closet and dresser"", ""Wifi"", ""Shower gel"", ""Hot water"", ""Coffee maker"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Bathtub"", ""Cooking basics"", ""Baking sheet"", ""Shampoo"", ""Iron"", ""Hot water kettle"", ""Wine glasses"", ""Paid parking off premises"", ""Dedicated workspace"", ""Microwave"", ""Dining table"", ""Heating"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Oven"", ""Patio or balcony"", ""Air conditioning"", ""Essentials"", ""Coffee"", ""Books and reading material"", ""First aid kit"", ""Arcade games"", ""Conditioner"", ""Free parking on premises"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Lockbox"", ""Fire extinguisher"", ""Cleaning products"", ""Board games"", ""Cleaning available during stay"", ""Stove""]",7,1125,7,7,1125,1125,7.0,1125.0,t,30,60,90,365,2026-02-15,25,1,0,320,1,14,2020-02-15,2025-06-07,4.76,4.72,4.8,4.8,4.8,4.8,4.68,11,11,0,0,0.34
42567833,20260215064701,2026-02-15,city scrape,Homey,Great please safe neighborhood,339085327,1469660907478822967,Arkady,5,11,5,11,"Albany, NY","Airbnb has transformed every part of my life for the better. What began as a small side hustle has grown into a cornerstone of my own American Dream. As a high school teacher, I’ve always cherished shaping the future, but hosting on Airbnb allows me to fully embrace and enhance my present. It’s become a creative outlet, enabling me to express my passion for art and design by curating unique, welcoming spaces for my guests. I hope to see you soon!",f,https://a0.muscache.com/im/pictures/user/adac3d03-29a3-4872-b6be-928776fae6f4.jpg?aki_policy=profile_x_medium,1,t,t,NINTH WARD,42.65567,-73.7854,Entire rental unit,Entire home/apt,4,1.0,1 bath,3.0,3.0,"[""Smoke alarm"", ""Kitchen"", ""Essentials"", ""Fire extinguisher"", ""Wifi"", ""Carbon monoxide alarm"", ""Private entrance"", ""Heating"", ""First aid kit"", ""Dryer"", ""TV"", ""Free parking on premises"", ""Washer"", ""Pets allowed"", ""Hangers""]",70,1125,70,70,1125,1125,70.0,1125.0,t,30,60,90,365,2026-02-15,0,0,0,320,0,0,2021-02-07,2026-02-01,4.85,4.9,4.87,4.94,4.95,4.79,4.81,1,1,0,0,1.23
42763847,20260215064701,2026-02-15,city scrape,Charming dog friendly home with private yard!,"Dog friendly, comfortable home with 3 bedrooms equipped with Chromecast equipped  TVs, comfortable beds, powerful ceiling fans, and vintage wood dressers in each room. Large, private back yard with two decks, grill, and a fire pit. Less than 2 miles from St Peter’s, Albany Medical Center. Off The historic Delaware ave- minutes from  winning restaurants, neat bars, world renowned  Ice Cream parlors, Normanskill Farm/ dog park, and walkable distance to St Rose Sports Park. Right off 787/ 87.",649068,1462524902671573394,Anthony,14,8,5,11,"Albany, NY","Registered Nurse traveling the country with my dog, Piper. Renting my home pays for dog food!",f,https://a0.muscache.com/im/pictures/user/6db97c4b-10fd-4c7f-a4d9-cb24461672b8.jpg?aki_policy=profile_x_medium,1,t,t,FIRST WARD,42.63876,-73.78535,Entire home,Entire home/apt,6,1.5,1.5 baths,3.0,3.0,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Private patio or balcony"", ""Gas stove"", ""Wifi"", ""Shower gel"", ""Hot water"", ""Coffee maker"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""Fire pit"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Bed linens"", ""68 inch HDTV with Chromecast"", ""Bathtub"", ""Cooking basics"", ""Ceiling fan"", ""Shampoo"", ""Iron"", ""Room-darkening shades"", ""Baking sheet"", ""Free dryer \u2013 In building"", ""Dedicated workspace"", ""Microwave"", ""Heating"", ""Extra pillows and blankets"", ""Pets allowed"", ""Long term stays allowed"", ""Oven"", ""BBQ grill"", ""Exterior security cameras on property"", ""Essentials"", ""Outdoor furniture"", ""Garden view"", ""Sound system"", ""First aid kit"", ""Barbecue utensils"", ""Conditioner"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Free washer \u2013 In building"", ""Free street parking"", ""Game console"", ""Fire extinguisher"", ""Private backyard \u2013 Fully fenced"", ""Keypad"", ""Cleaning available during stay"", ""Outdoor kitchen""]",1,1125,1,2,1125,1125,1.3,1125.0,t,20,47,62,223,2026-02-15,135,28,0,223,29,168,2020-04-23,2025-11-02,4.78,4.87,4.63,4.84,4.93,4.59,4.76,1,1,0,0,1.91
43208391,20260215064701,2026-02-15,city scrape,Cozy Historic 2BD Apt @ Downtown Albany,"BOOK this 2-bed fl 2 apt. in a renovated historic two-century-old building in a quiet neighborhood of Albany's Pastures. Great location near Albany Medical Center, MVP Arena, Empire State Plaza, Library, Lark Street, State Offices, courts; easy access to local & regional bus routes and highways (I-787, I-90 & I-87).<br /><br />Private balcony w/ seating<br />Up to 4 NON-SMOKING guests<br />Toiletries included<br /><br />Message me anytime. Hope to welcome you soon!",272907816,1469440311505165885,Angela,6,7,5,9,"Albany, NY","Airbnb has transformed every part of my life for the better. What began as a small side hustle has grown into a cornerstone of my own American Dream. As a high school teacher, I’ve always cherished shaping the future, but hosting on Airbnb allows me to fully embrace and enhance my present. It’s become a creative outlet, enabling me to express my passion for art and design by curating unique, welcoming spaces for my guests. I hope to see you soon!",t,https://a0.muscache.com/im/pictures/user/153f9845-f918-45b8-94e0-f0e6f8cedfde.jpg?aki_policy=profile_x_medium,3,t,t,SECOND WARD,42.64453,-73.75426,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Portable air conditioning"", ""Wifi"", ""Shower gel"", ""Hot water"", ""Coffee maker"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Bed linens"", ""Bathtub"", ""Cooking basics"", ""Ceiling fan"", ""Shampoo"", ""Iron"", ""Hot water kettle"", ""Wine glasses"", ""Baking sheet"", ""Dedicated workspace"", ""Microwave"", ""Dining table"", ""Smart lock"", ""Paid street parking off premises"", ""Extra pillows and blankets"", ""Oven"", ""Radiant heating"", ""Noise decibel monitors on property"", ""Exterior security cameras on property"", ""Toaster"", ""Essentials"", ""Coffee"", ""Laundromat nearby"", ""Shared patio or balcony"", ""Outdoor furniture"", ""Clothing storage: closet"", ""First aid kit"", ""Conditioner"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Blender"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Free parking on premises \u2013 1 space"", ""Fire extinguisher"", ""Private backyard \u2013 Fully fenced"", ""Cleaning products"", ""42 inch HDTV with Roku"", ""Stove"", ""Waterfront""]",1,29,1,2,29,29,1.3,29.0,t,30,60,90,111,2026-02-15,127,23,0,111,23,138,2020-09-25,2025-11-13,4.83,4.87,4.82,4.88,4.91,4.51,4.83,3,3,0,0,1.93
43459803,20260215064701,2026-02-15,city scrape,Lux. 1 bdrm Apt in the heart of Center Square,"Experience modern comfort in Albany's ""Center Square"".  This first-floor sanctuary in an elegant stone building offers 24/7 surveillance and a hardwired fire alarm system. Enjoy a bright living space, modern kitchen, and sleek bathroom. Ideal for short or extended stays. Private parking included. Surrounded by shops, restaurants, and nightlife. Walk to Albany Med, State Offices, The Capitol, and Empire State Plaza. 30 mins to Saratoga Raceway, 50 mins to Lake George, 1/2 mile to Palace Theater.",299638115,1469539483862628822,Flerida,6,4,6,4,"Albany, NY","Hi! My name is Dom . Due to my lineage in real estate/hospitality with my family, I have developed a passion for hospitality and real estate, always looking to create amazing guest experiences. If you have suggestions for me, please let me know!   I operate multiple properties, from airbnb units to traditional bed and breakfasts.

Some great features I have are due to other guests that stayed with us at our other establishments. Feel free to communicate with me.",t,https://a0.muscache.com/im/pictures/user/89182882-befc-488f-9851-e7b80ad0c3a4.jpg?aki_policy=profile_x_medium,4,t,t,SIXTH WARD,42.65556,-73.76205,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Private entrance"", ""Hair dryer"", ""Dryer"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""Ceiling fan"", ""Shampoo"", ""Iron"", ""Central air conditioning"", ""Dedicated workspace"", ""Microwave"", ""Heating"", ""Long term stays allowed"", ""Pets allowed"", ""Oven"", ""Exterior security cameras on property"", ""Essentials"", ""Conditioner"", ""Free parking on premises"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Free washer \u2013 In building"", ""Lockbox"", ""Fire extinguisher"", ""Stove""]",3,1125,3,3,1125,1125,3.0,1125.0,t,29,59,89,364,2026-02-15,24,7,0,319,7,42,2021-02-16,2025-12-11,4.96,5.0,4.96,4.79,4.96,4.79,4.88,4,4,0,0,0.39
43736299,20260215064701,2026-02-15,city scrape,*The Blue House* Incredible 3 Bedroom Apartment,"Beautiful 2nd Floor apartment in the heart of Albany. We are located just steps away from Washington Park, Albany Med, local restaurants and bars. This space features refinished original hardwood floors, exposed brick and a built in fireplace with 50"" Smart TV. Magnificent large kitchen. Second floor balcony. Free street parking only.",349460842,1469695254081708328,Scott,5,8,5,7,"Albany, NY",Hi my name is Scott Guadagnino. I’ve been in the Albany area for 9 years. Went to school in South Carolina. We love hosting and having guests at our Airbnb’s!,t,https://a0.muscache.com/im/pictures/user/User-349460842/original/b19931f2-cd8b-4aec-96be-ecf0a6a0161d.jpeg?aki_policy=profile_x_medium,20,t,t,TENTH WARD,42.66257,-73.78281,Entire home,Entire home/apt,6,1.0,1 bath,3.0,3.0,"[""Smoke alarm"", ""Kitchen"", ""Indoor fireplace: electric"", ""Private patio or balcony"", ""Portable air conditioning"", ""Wifi"", ""Shower gel"", ""Hot water"", ""Coffee maker"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""Shared backyard \u2013 Not fully fenced"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""Baking sheet"", ""Shampoo"", ""Iron"", ""Wine glasses"", ""Free dryer \u2013 In building"", ""Dedicated workspace"", ""Microwave"", ""Dining table"", ""Heating"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""GE stainless steel oven"", ""Portable fans"", ""Noise decibel monitors on property"", ""Exterior security cameras on property"", ""Toaster"", ""Essentials"", ""Coffee"", ""Laundromat nearby"", ""Outdoor furniture"", ""Clothing storage: closet"", ""First aid kit"", ""Conditioner"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Free washer \u2013 In building"", ""Freezer"", ""Free street parking"", ""Fire extinguisher"", ""50 inch HDTV with Roku"", ""Cleaning products"", ""Keypad"", ""GE gas stove""]",1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,0,137,2026-02-15,131,0,0,92,0,0,2020-07-05,2024-10-28,4.85,4.9,4.95,4.96,4.96,4.6,4.73,17,4,13,0,1.92
44180048,20260215064701,2026-02-15,city scrape,Historic Queen Studio Across from Washington Park!,"1st floor studio in Historic Brownstone 1800's across the street from Washington park. Beautiful woodwork throughout with all the comforts & amenities of home. Quiet area where you can walk or jog in the park or just enjoy a cup of coffee outside. Choice of restaurants and stores on Lark street, movie theater, hospitals and malls all in close proximity. We are located on State street in Albany in a desirable residential area. ((NO PARTIES!!))",355777684,1463516757680974768,Lloyd,5,7,5,7,"Albany, NY","Hello my name is Lloyd and I'm currently a Superhost on my personal listings for over 5 years. These listings I'm co-hosting with a family friend and hopefully you will get to enjoy some of our amazing spaces. We take pride in providing a great, clean space for your stay! We love questions so please ask us anything you'd like. Thank You for stopping by and safe traveling!",t,https://a0.muscache.com/im/pictures/user/044afeb0-994b-4ca3-b6ee-6e0e9ad61f8f.jpg?aki_policy=profile_x_medium,3,t,t,SIXTH WARD,42.65935,-73.76805,Entire rental unit,Entire home/apt,4,1.0,1 bath,0.0,1.0,"[""Smoke alarm"", ""Kitchen"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Private entrance"", ""Hair dryer"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Park view"", ""Cooking basics"", ""Shampoo"", ""Iron"", ""Microwave"", ""Heating"", ""Smart lock"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Oven"", ""Exterior security cameras on property"", ""Air conditioning"", ""Essentials"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Free parking on premises"", ""Dishes and silverware"", ""Crib"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Free street parking"", ""Fire extinguisher"", ""Stove""]",1,365,1,1,365,365,1.0,365.0,t,18,44,71,307,2026-02-15,390,26,0,262,30,156,2020-07-17,2026-01-01,4.97,4.98,4.99,4.98,4.99,4.95,4.96,3,3,0,0,5.74
