id,scrape_id,last_scraped,source,name,description,host_id,host_profile_id,host_name,hosts_time_as_user_years,hosts_time_as_user_months,hosts_time_as_host_years,hosts_time_as_host_months,host_location,host_about,host_is_superhost,host_picture_url,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1369127908322228929,20260215064701,2026-02-15,city scrape,Capital Comfort Stay,"Located just 15 minutes from Albany International Airport, our cozy and modern Airbnb is the perfect place for travelers, business professionals, and adventure seekers looking for a convenient and comfortable stay. <br />> Prime Location – Quick access to Albany Airport, major highways, and downtown attractions/major stores.  <br />> Comfortable & Clean > Self Check-In > Fast Wi-Fi & Work-Friendly> Fully Equipped Kitchen > Free Off-street Parking",584109093,1470597095475582937,Cecilia,1,7,0,11,"Albany, NY","I enjoy living in the capital of New York! My hobbies include cooking, trying new foods and traveling. I have traveled to Europe, Canada and Africa. My dream trip is to go to Japan to eat lots of street foods!",f,https://a0.muscache.com/im/pictures/user/User/original/db216762-9199-4417-ae47-d1dd586aea01.jpeg?aki_policy=profile_x_medium,1,t,t,FOURTH WARD,42.66159372265361,-73.75439956511829,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,4.0,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Trash compactor"", ""Wifi"", ""Shower gel"", ""Hot water"", ""Coffee maker"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""Dryer"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Bathtub"", ""Cooking basics"", ""Shampoo"", ""Iron"", ""Room-darkening shades"", ""Safe"", ""Wine glasses"", ""Microwave"", ""Clothing storage"", ""Heating"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Oven"", ""Drying rack for clothing"", ""Exterior security cameras on property"", ""Toaster"", ""Backyard"", ""Essentials"", ""Coffee"", ""Outdoor furniture"", ""Conditioner"", ""Free parking on premises"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Free washer \u2013 In building"", ""Freezer"", ""Free street parking"", ""Fire extinguisher"", ""Keypad"", ""Stove""]",1,1125,1,1,1125,1125,1.0,1125.0,t,0,2,27,293,2026-02-15,51,51,0,248,50,255,2025-03-17,2026-01-02,4.63,4.78,4.71,4.82,4.9,4.1,4.63,1,1,0,0,4.55
1369145599555854547,20260215064701,2026-02-15,city scrape,Lovely located 2 bdrm - Steps - Dwntwn & Hospitals,"This centrally located modern 2 bedroom apartment in the Heart of Albany sits just steps from downtown Albany office buildings and minutes away from Albany Med, St. Peters, Samaritan. Hassle free commute if you do not own a vehicle with public transportation steps away and Amtrak 10 min away for a quick getaway or if you're homesick and need a visit back home. Keyless entry with security cam for peace of mind. Easy access to dining, entertainment and transportation puts you in the center.",521669673,1470347340308191612,Kody,2,7,2,7,"New York, NY","Airbnb has transformed every part of my life for the better. What began as a small side hustle has grown into a cornerstone of my own American Dream. As a high school teacher, I’ve always cherished shaping the future, but hosting on Airbnb allows me to fully embrace and enhance my present. It’s become a creative outlet, enabling me to express my passion for art and design by curating unique, welcoming spaces for my guests. I hope to see you soon!",f,https://a0.muscache.com/im/pictures/user/User/original/0231e64a-c7be-4ad0-825e-7ca6d5733aa2.jpeg?aki_policy=profile_x_medium,5,t,t,FIFTH WARD,42.66023621248564,-73.75777994908182,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,1.0,"[""Smoke alarm"", ""Kitchen"", ""Wifi"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""Baking sheet"", ""Iron"", ""Bread maker"", ""Room-darkening shades"", ""Microwave"", ""Dining table"", ""Stainless steel oven"", ""Pets allowed"", ""Electric stove"", ""Radiant heating"", ""Exterior security cameras on property"", ""Toaster"", ""Coffee"", ""Clothing storage: closet"", ""First aid kit"", ""Barbecue utensils"", ""Dishes and silverware"", ""Window AC unit"", ""Hangers"", ""Refrigerator"", ""Blender"", ""Freezer"", ""Coffee maker: drip coffee maker"", ""Free street parking"", ""Fire extinguisher""]",14,365,14,14,365,365,14.0,365.0,t,30,60,90,365,2026-02-15,0,0,0,320,0,0,2021-02-07,2026-02-01,4.85,4.9,4.87,4.94,4.95,4.79,4.81,4,4,0,0,1.23
1369768924474303403,20260215064701,2026-02-15,city scrape,Near Hospitals: Home w/ Yard in Albany!,"Traveling Nurses Welcome | 3 Mi to Downtown<br /><br />Whether you’re traveling for business or pleasure, make this 3-bedroom, 1-bathroom Albany vacation rental your launching point! The home features an open-concept living area, a well-stocked kitchen, and free wireless internet for digital nomads. When you’re done with work and ready to play, enjoy some time outside at The Christian Plumeri Sports Complex, then head downtown for shopping, dining, and sightseeing! It's up to you.",121680792,1468235421089255785,Evolve,8,10,8,8,United States,"Hi! We’re Evolve, the hospitality team that helps you rest easy when you rent a private, professionally cleaned home from us.

We promise your rental will be clean, safe, and true to what you saw on Airbnb or we'll make it right. Check-ins are always smooth, and we're here 24/7 to answer any questions or help you find the perfect property.",f,https://a0.muscache.com/im/pictures/user/User-121680792/original/62151d0c-7ad7-4639-bc42-20b0320d302e.png?aki_policy=profile_x_medium,1260,t,t,FIRST WARD,42.63962651941938,-73.7733080081594,Entire home,Entire home/apt,6,1.0,1 bath,3.0,3.0,"[""Smoke alarm"", ""Kitchen"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Private entrance"", ""Hair dryer"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""Shampoo"", ""Iron"", ""Microwave"", ""Gym nearby"", ""Dining table"", ""Smart lock"", ""Toaster"", ""Essentials"", ""Central heating"", ""First aid kit"", ""Free parking on premises"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Fire extinguisher"", ""Private backyard""]",2,1125,2,5,1125,1125,2.9,1125.0,t,29,59,89,364,2026-02-15,1,1,0,319,1,6,2025-10-18,2025-10-18,3.0,5.0,5.0,5.0,1.0,3.0,3.0,5,5,0,0,0.25
1371626040166892504,20260215064701,2026-02-15,city scrape,Central cozy 4 bedroom w/King bed,"The whole group will enjoy easy access to everything from this centrally located place. 4 bedrooms, 1 bath.<br /><br />Ideal for a family or group of friends.",20536619,1462613529423158163,Emily,11,5,2,10,"Albany, NY",I love hosting international students and professionals relocating to the area because I get to help introduce them to our amazing city!,t,https://a0.muscache.com/im/pictures/user/User-20536619/original/88f3c273-d81d-43f3-8b54-9a5fce9da246.jpeg?aki_policy=profile_x_medium,13,t,t,TENTH WARD,42.66315402479468,-73.78910123743358,Entire rental unit,Entire home/apt,8,1.0,1 bath,4.0,4.0,"[""Smoke alarm"", ""Kitchen"", ""Private patio or balcony"", ""Gas stove"", ""Wifi"", ""Hot water"", ""Private entrance"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Bathtub"", ""Cooking basics"", ""Room-darkening shades"", ""Hot water kettle"", ""Wine glasses"", ""Dedicated workspace"", ""Microwave"", ""Clothing storage"", ""Dining table"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Oven"", ""Radiant heating"", ""Paid washer \u2013 In building"", ""Exterior security cameras on property"", ""Air conditioning"", ""Essentials"", ""Laundromat nearby"", ""Free parking on premises"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Free street parking"", ""Coffee maker: pour-over coffee"", ""Keypad"", ""Paid dryer \u2013 In building""]",28,89,28,28,89,89,28.0,89.0,t,17,47,77,167,2026-02-15,1,1,0,167,1,56,2025-08-04,2025-08-04,5.0,5.0,4.0,5.0,5.0,4.0,5.0,13,2,11,0,0.15
1371829070623409671,20260215064701,2026-02-15,city scrape,"Walk to Albany Med, MVP Arena, Washington Park","This garden apartment located in Albany’s cultural and business hub is ideal for travelling nurses,  professionals on assignment, and visitors alike. <br />Walk to Empire State Plaza, The Egg, and top dining. <br />Minutes from MVP Arena, NYS Library & Archives, Albany Med, Albany Universities/Colleges, and government offices. <br />Features off street parking, Queen bed, pull-out couch, Wi-Fi, in-unit laundry. <br />Quick access to I-787, I-90, and Amtrak. More space, comfort, and convenience than a hotel!",265861488,1469406085973611788,Vander,6,8,0,10,"Albany, NY","Hi I’m Vander,
I work full-time as a Process Support Engineer and part-time as a property manager.
In my free time mainly I play competitive soccer,  ski, and freelance in data engineering. I also try to travel as much as time permits.",f,https://a0.muscache.com/im/pictures/user/cb309838-cfce-4aad-a7b1-7ec3d9a58c17.jpg?aki_policy=profile_x_medium,1,t,t,SIXTH WARD,42.65040602684423,-73.76433185078635,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Smoke alarm"", ""Kitchen"", ""Stainless steel single oven"", ""Wifi"", ""Shower gel"", ""Free driveway parking on premises \u2013 1 space"", ""Hot water"", ""Coffee maker"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Bathtub"", ""Children\u2019s dinnerware"", ""Ceiling fan"", ""Shampoo"", ""Iron"", ""Cooking basics"", ""Microwave"", ""Dining table"", ""Washer"", ""Extra pillows and blankets"", ""Pets allowed"", ""Long term stays allowed"", ""Electric stove"", ""Radiant heating"", ""Portable fans"", ""Drying rack for clothing"", ""Exterior security cameras on property"", ""Air conditioning"", ""Backyard"", ""Essentials"", ""Laundromat nearby"", ""Books and reading material"", ""Clothing storage: closet"", ""First aid kit"", ""Conditioner"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Free street parking"", ""Fire extinguisher"", ""Cleaning products"", ""Keypad"", ""Board games""]",1,28,1,1,28,28,1.0,28.0,t,14,38,53,307,2026-02-15,63,63,5,262,56,255,2025-04-06,2026-02-11,4.76,4.84,4.86,4.89,4.94,4.78,4.78,1,1,0,0,5.98
1374747174653747946,20260215064701,2026-02-15,city scrape,"Near UAlbany & MVP Arena, Private Driveway Parking","You’ll love the fast 1000MB WiFi throughout—whether working or streaming. Inside, there’s a 75” smart TV, a fully stocked, updated kitchen and bathroom, and work desk with a printer. Outside, the backyard is a favorite w. a 120"" projector for movie nights, a grill and a heated firepit table to gather around.<br /><br />It's also centrally located: close to just about everything you'll want. Just minutes from MVP Arena, UAlbany & other colleges, malls, restaurants, hospitals, parks, downtown Albany & more.",193923901,1469009744438959087,Liza,7,8,0,10,"Albany, NY","Hello! I’m an Albany (aka Smalbany) native & host just a few houses down from where I grew up—this neighborhood is full of memories & means a lot to me. Albany’s given me so much, so I try to pay it forward by volunteering w. a few local nonprofits that target inner-city kids, while also working in the public health field.
 
Although I've always lived in Albany, I love exploring new places & learning about different locations' cultures & history.",t,https://a0.muscache.com/im/pictures/user/028952db-9ac3-4784-8cc4-2a8124b4469c.jpg?aki_policy=profile_x_medium,1,t,t,FOURTEENTH WARD,42.67057,-73.80939,Entire home,Entire home/apt,8,2.0,2 baths,3.0,3.0,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Samsung oven"", ""Changing table"", ""Private patio or balcony"", ""Clothing storage: closet and dresser"", ""Wifi"", ""Shower gel"", ""Climbing wall"", ""Coffee maker"", ""Hair dryer"", ""Body soap"", ""HDTV with Amazon Prime Video, Apple TV, Disney+, HBO Max, Netflix"", ""Private entrance"", ""Fire pit"", ""Outdoor dining area"", ""Gym"", ""Carbon monoxide alarm"", ""Bed linens"", ""Heating - split type ductless system"", ""Luggage dropoff allowed"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, 5-10 years old, and 10+ years old"", ""Children\u2019s dinnerware"", ""Ceiling fan"", ""Shampoo"", ""Iron"", ""Room-darkening shades"", ""Cooking basics"", ""Hot water kettle"", ""Dedicated workspace"", ""Microwave"", ""Wine glasses"", ""Baking sheet"", ""Dining table"", ""Washer"", ""Smart lock"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""AC - split type ductless system"", ""Toaster"", ""Essentials"", ""Coffee"", ""Laundromat nearby"", ""Outdoor furniture"", ""Sound system"", ""Books and reading material"", ""Central heating"", ""First aid kit"", ""Barbecue utensils"", ""Baby bath"", ""Conditioner"", ""Dishes and silverware"", ""Hangers"", ""Blender"", ""Free driveway parking on premises \u2013 4 spaces"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Crib - available upon request"", ""Fire extinguisher"", ""Children's playroom"", ""Free dryer \u2013 In unit"", ""Exercise equipment: elliptical, free weights, yoga mat"", ""Private backyard \u2013 Fully fenced"", ""Cleaning products"", ""Bidet"", ""Board games"", ""Samsung  refrigerator""]",1,1125,1,5,1,1125,3.2,74.1,t,25,55,83,347,2026-02-15,22,22,1,302,20,132,2025-07-20,2026-01-26,5.0,5.0,5.0,5.0,5.0,4.95,4.86,1,1,0,0,3.13
1375007693720508441,20260215064701,2026-02-15,city scrape,A peaceful home away from home,"Forget your worries in this spacious and serene space, and savor the convenience of a fully functional kitchen. Close distance to St. Peter’s Hospital and Albany Medical. Walking distance to Buckingham Lake. Quiet and peaceful neighborhood. Distance away from a large variety of restaurants and local bars, modern amenities, including two full bathroom with efficient, washer and dryer.",385963105,1469793713240877657,Samantha,5,0,0,10,"Fayetteville, NC","Airbnb has transformed every part of my life for the better. What began as a small side hustle has grown into a cornerstone of my own American Dream. As a high school teacher, I’ve always cherished shaping the future, but hosting on Airbnb allows me to fully embrace and enhance my present. It’s become a creative outlet, enabling me to express my passion for art and design by curating unique, welcoming spaces for my guests. I hope to see you soon!",f,https://a0.muscache.com/im/pictures/user/User/original/8bbf638a-5228-4f75-a29c-5e34d51ae297.jpeg?aki_policy=profile_x_medium,1,t,t,FOURTEENTH WARD,42.66598411229728,-73.81880097091198,Entire home,Entire home/apt,5,2.5,2.5 baths,3.0,3.0,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Private patio or balcony"", ""Wifi"", ""Hot water"", ""Fire pit"", ""TV"", ""Carbon monoxide alarm"", ""Ceiling fan"", ""Central air conditioning"", ""Hot water kettle"", ""Dryer \u2013\u00a0In unit"", ""Washer"", ""Exterior security cameras on property"", ""Central heating"", ""First aid kit"", ""BBQ grill: charcoal"", ""Free parking on premises"", ""Blender"", ""Fire extinguisher"", ""Stove""]",7,30,7,7,30,30,7.0,30.0,t,28,58,88,88,2026-02-15,3,3,0,88,3,42,2025-05-24,2025-11-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.34
1376989617162173438,20260215064701,2026-02-15,city scrape,Cozy Sunshine,"Enjoy a stylish Sunshine.<br />Cozy, one-of-a-kind Airbnb with eclectic decor and a welcoming vibe. Perfect for relaxing or hosting, featuring a spacious living area, fully equipped kitchen, and thoughtful touches like fresh linens and local art. Ideal for travelers seeking comfort and character, with a warm, homey feel that stands out.<br />Charming Sunshine close to Albany Medical Hospital, Veteran Hospital located at walking distance radius. Perfect spot for health professionals.",233515764,1469243869147543959,Etem,7,1,2,3,"Colonie, NY",Hi. This is Etem. I am also host and trying to enjoy my life.,t,https://a0.muscache.com/im/pictures/user/167502b9-a36b-4beb-81f5-2b09a23822e9.jpg?aki_policy=profile_x_medium,7,t,t,SEVENTH WARD,42.64764408604364,-73.7715925383664,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Kitchen"", ""Clothing storage: closet and dresser"", ""Wifi"", ""Shower gel"", ""Hot water"", ""Stainless steel double oven"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""TV"", ""Carbon monoxide alarm"", ""Bathtub"", ""Cooking basics"", ""Shampoo"", ""Iron"", ""Room-darkening shades"", ""Hot water kettle"", ""Dedicated workspace"", ""Microwave"", ""Coffee maker: Keurig coffee machine"", ""Washer"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Electric stove"", ""Portable fans"", ""Toaster"", ""Coffee"", ""Shared patio or balcony"", ""Central heating"", ""Conditioner"", ""Free parking on premises"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Free dryer \u2013 In unit"", ""Keypad"", ""Cleaning available during stay""]",1,365,1,2,365,365,1.3,365.0,t,12,12,12,144,2026-02-15,11,11,0,144,11,66,2025-03-31,2025-11-28,4.82,4.82,4.64,5.0,5.0,4.55,4.55,7,7,0,0,1.02
1377446918025263146,20260215064701,2026-02-15,city scrape,"Woodlands room, private queen, walk to AMC","Private queen bedroom in 4 bedroom home on the second floor. Located on a quiet street, there are two balconies with great sunlight, large private bedroom with queen bed, closet, dresser, mirror and nightstand for all your clothes and day to day needs. Convenient laundry in basement, stylish common areas, and a brand new kitchen with stainless appliances, gas range, and retro breakfast nook.<br />Bed and linens are brand new and super comfy. Hybrid coil-foam mattress accommodates side/back sleepers.",20536619,1462613529423158163,Emily,11,5,2,10,"Albany, NY",I love hosting international students and professionals relocating to the area because I get to help introduce them to our amazing city!,t,https://a0.muscache.com/im/pictures/user/User-20536619/original/88f3c273-d81d-43f3-8b54-9a5fce9da246.jpeg?aki_policy=profile_x_medium,13,t,t,TENTH WARD,42.66148231183373,-73.78761856260732,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Smoke alarm"", ""Kitchen"", ""Wifi"", ""Hot water"", ""Private entrance"", ""Dryer"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Bathtub"", ""Cooking basics"", ""Room-darkening shades"", ""Hot water kettle"", ""Wine glasses"", ""Dedicated workspace"", ""Microwave"", ""Clothing storage"", ""Dining table"", ""Heating"", ""Washer"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Oven"", ""Exterior security cameras on property"", ""Patio or balcony"", ""Essentials"", ""Lock on bedroom door"", ""Laundromat nearby"", ""Free parking on premises"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Free street parking"", ""Coffee maker: pour-over coffee"", ""Keypad"", ""Stove"", ""Private living room""]",28,89,28,28,89,89,28.0,89.0,t,10,40,70,70,2026-02-15,3,3,0,70,3,168,2025-07-31,2025-10-26,5.0,5.0,5.0,5.0,5.0,4.67,5.0,13,2,11,0,0.45
1377471842094741150,20260215064701,2026-02-15,city scrape,"Crimson private queen room, walk to Albany Med","Lots of natural light in this spacious queen bedroom. Located on a quiet street, there are two balconies with great sunlight, large private bedroom with queen bed, closet, dresser, mirror and nightstand for all your clothes and day to day needs. Convenient laundry in basement, stylish common areas, and a brand new kitchen with stainless appliances, gas range, and retro breakfast nook.<br />Bed and linens are brand new and super comfy. Hybrid coil-foam mattress accommodates side/back sleepers.",20536619,1462613529423158163,Emily,11,5,2,10,"Albany, NY",I love hosting international students and professionals relocating to the area because I get to help introduce them to our amazing city!,t,https://a0.muscache.com/im/pictures/user/User-20536619/original/88f3c273-d81d-43f3-8b54-9a5fce9da246.jpeg?aki_policy=profile_x_medium,13,t,t,TENTH WARD,42.66310642184764,-73.78716159656459,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Smoke alarm"", ""Kitchen"", ""Ethernet connection"", ""Wifi"", ""Hot water"", ""Private entrance"", ""Dryer"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Bathtub"", ""Cooking basics"", ""Baking sheet"", ""Room-darkening shades"", ""Hot water kettle"", ""Wine glasses"", ""Dedicated workspace"", ""Microwave"", ""Clothing storage"", ""Dining table"", ""Heating"", ""Washer"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Oven"", ""Exterior security cameras on property"", ""Air conditioning"", ""Patio or balcony"", ""Essentials"", ""Lock on bedroom door"", ""Laundromat nearby"", ""Free parking on premises"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Coffee maker: pour-over coffee"", ""Cleaning products"", ""Keypad"", ""Cleaning available during stay"", ""Stove"", ""Private living room""]",28,89,28,28,89,89,28.0,89.0,t,10,40,70,160,2026-02-15,2,2,0,160,2,112,2025-09-25,2025-11-23,5.0,5.0,4.5,5.0,5.0,3.5,4.5,13,2,11,0,0.42
1377480167938312156,20260215064701,2026-02-15,city scrape,"Peony room, private w/ King bed!","Private *KING* bedroom in 4 bedroom home on the second floor. Located on a quiet street, there are two balconies with great sunlight, large private bedroom with queen bed, closet, dresser, mirror and nightstand for all your clothes and day to day needs. Convenient laundry in basement, stylish common areas, and a brand new kitchen with stainless appliances, gas range, and retro breakfast nook.<br />Bed and linens are brand new and super comfy. Hybrid coil-foam mattress accommodates side/back sleepers.",20536619,1462613529423158163,Emily,11,5,2,10,"Albany, NY",I love hosting international students and professionals relocating to the area because I get to help introduce them to our amazing city!,t,https://a0.muscache.com/im/pictures/user/User-20536619/original/88f3c273-d81d-43f3-8b54-9a5fce9da246.jpeg?aki_policy=profile_x_medium,13,t,t,TENTH WARD,42.66183099633526,-73.78755056940085,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Smoke alarm"", ""Kitchen"", ""Wifi"", ""Hot water"", ""Private entrance"", ""Dryer"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Bathtub"", ""Cooking basics"", ""Room-darkening shades"", ""Hot water kettle"", ""Wine glasses"", ""Dedicated workspace"", ""Microwave"", ""Clothing storage"", ""Dining table"", ""Heating"", ""Washer"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Oven"", ""Exterior security cameras on property"", ""Patio or balcony"", ""Essentials"", ""Lock on bedroom door"", ""Laundromat nearby"", ""Free parking on premises"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Free street parking"", ""Coffee maker: pour-over coffee"", ""Keypad"", ""Stove"", ""Private living room""]",28,89,28,28,89,89,28.0,89.0,t,10,40,70,70,2026-02-15,2,2,0,70,2,112,2025-07-15,2025-11-23,5.0,5.0,5.0,5.0,5.0,5.0,5.0,13,2,11,0,0.28
1379906377578749938,20260215064701,2026-02-15,city scrape,Cozy Sunset,"Exquisite retreat at Cozy Sunset, mere steps from Albany Medical Hospital and downtown’s vibrant allure. Tailored for discerning professionals, this sophisticated abode blends opulent comfort with unrivaled convenience. Savor proximity to premier dining, boutique shopping, and cultural delights. Secure your splendid sojourn now!",233515764,1469243869147543959,Etem,7,1,2,3,"Colonie, NY",Hi. This is Etem. I am also host and trying to enjoy my life.,t,https://a0.muscache.com/im/pictures/user/167502b9-a36b-4beb-81f5-2b09a23822e9.jpg?aki_policy=profile_x_medium,7,t,t,SEVENTH WARD,42.64628669280813,-73.7715308891403,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Kitchen"", ""Wifi"", ""Shower gel"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""TV"", ""Carbon monoxide alarm"", ""Bathtub"", ""Cooking basics"", ""Shampoo"", ""Iron"", ""Room-darkening shades"", ""Hot water kettle"", ""Dedicated workspace"", ""Microwave"", ""Coffee maker: Keurig coffee machine"", ""Clothing storage"", ""Heating"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Oven"", ""Portable fans"", ""Patio or balcony"", ""Air conditioning"", ""Toaster"", ""Coffee"", ""Conditioner"", ""Free parking on premises"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Keypad"", ""Cleaning available during stay"", ""Stove""]",1,365,1,2,365,365,1.3,365.0,t,6,29,58,242,2026-02-15,34,34,2,197,30,204,2025-03-22,2026-01-25,4.74,4.82,4.79,4.97,4.97,4.56,4.79,7,7,0,0,3.08
1380555997747082021,20260215064701,2026-02-15,city scrape,Albany Central Hotel w/Breakfast Next to Downtown,"Welcome to your cozy Albany retreat! Enjoy a comfortable stay in this well-appointed space, perfect for travelers looking for convenience and relaxation. Your booking includes free parking and a complimentary breakfast to start your day right. Located near shops, restaurants, and downtown Albany, this home offers easy access to local attractions. Whether you’re here for business or leisure, you’ll love the comfort and convenience of this stay. Book now for a relaxing experience!",466790114,1468113968197472369,⁨Premier Stay Co.⁩,3,7,0,10,"Albany, NY","Airbnb has transformed every part of my life for the better. What began as a small side hustle has grown into a cornerstone of my own American Dream. As a high school teacher, I’ve always cherished shaping the future, but hosting on Airbnb allows me to fully embrace and enhance my present. It’s become a creative outlet, enabling me to express my passion for art and design by curating unique, welcoming spaces for my guests. I hope to see you soon!",f,https://a0.muscache.com/im/pictures/user/User/original/d58a58c3-8c94-4357-8c03-5a009c75da5e.jpeg?aki_policy=profile_x_medium,37,t,t,ELEVENTH WARD,42.6800233833328,-73.78522330726621,Room in hotel,Private room,2,1.0,1 private bath,1.0,1.0,"[""Smoke alarm"", ""Wifi"", ""Hot water"", ""Body soap"", ""TV"", ""Gym"", ""Bed linens"", ""Bathtub"", ""Dedicated workspace"", ""Clothing storage"", ""Dining table"", ""Heating"", ""Washer"", ""Air conditioning"", ""Coffee"", ""Conditioner"", ""Free parking on premises"", ""Hangers"", ""Free street parking"", ""Fire extinguisher"", ""Bidet""]",1,21,1,1,21,21,1.0,21.0,t,28,58,88,363,2026-02-15,16,16,0,318,16,96,2025-04-07,2025-10-26,4.63,4.44,4.5,4.69,4.88,4.5,4.56,30,29,1,0,1.52
1381163571420241600,20260215064701,2026-02-15,city scrape,Albany Elegant Home Next Downtown Free Breakfast,"Enjoy a comfortable stay in this cozy Albany hotel room with free breakfast and free parking included. Conveniently located, it’s perfect for travelers looking for a relaxing and affordable stay. The room is clean, well-maintained, and offers essential amenities for a pleasant experience. Whether you’re visiting for business or leisure, you’ll appreciate the easy access to local attractions, dining, and shopping. Book now for a hassle-free stay with great perks!",466790114,1468113968197472369,⁨Premier Stay Co.⁩,3,7,0,10,"Albany, NY","Airbnb has transformed every part of my life for the better. What began as a small side hustle has grown into a cornerstone of my own American Dream. As a high school teacher, I’ve always cherished shaping the future, but hosting on Airbnb allows me to fully embrace and enhance my present. It’s become a creative outlet, enabling me to express my passion for art and design by curating unique, welcoming spaces for my guests. I hope to see you soon!",f,https://a0.muscache.com/im/pictures/user/User/original/d58a58c3-8c94-4357-8c03-5a009c75da5e.jpeg?aki_policy=profile_x_medium,37,t,t,ELEVENTH WARD,42.68231684583981,-73.7836715628194,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Wifi"", ""Shower gel"", ""Hot water"", ""Coffee maker"", ""TV"", ""Bed linens"", ""Bathtub"", ""Cooking basics"", ""Shampoo"", ""Hot water kettle"", ""Dedicated workspace"", ""Clothing storage"", ""Heating"", ""Backyard"", ""Air conditioning"", ""Coffee"", ""Conditioner"", ""Free parking on premises"", ""Hangers"", ""Refrigerator"", ""Fire extinguisher"", ""Cleaning products"", ""Breakfast"", ""Bidet""]",1,21,1,1,21,21,1.0,21.0,t,21,51,81,356,2026-02-15,15,15,0,311,15,90,2025-04-01,2025-10-31,4.2,3.93,4.07,4.33,4.47,4.2,3.93,30,29,1,0,1.4
